,Dice-ET,Dice-TC,Dice-WT,HD95-ET,HD95-TC,HD95-WT,Sensitivity-ET,Sensitivity-TC,Sensitivity-WT,Specificity-ET,Specificity-TC,Specificity-WT,LesionWise_Dice-ET,LesionWise_Dice-TC,LesionWise_Dice-WT,LesionWise_HD95-ET,LesionWise_HD95-TC,LesionWise_HD95-WT,ID
16,0.9311831989499344,0.8459513768997821,0.8513825533592386,3.0,4.58257569495584,4.47213595499958,0.8971023917913143,0.7468019188486907,0.7552580306739272,0.9999538935857227,0.9999577906930275,0.9999574538927611,0.9311831989499344,0.8459513768997821,0.8513825533592386,3.0,4.58257569495584,4.47213595499958,BraTS-PED-00037-000.nii.gz
17,0.8150514731984381,0.9671665991082287,0.966758909287257,13.892443989449804,1.0,1.0,0.71571072319202,0.9883668749352756,0.9888846698194622,0.9999927182258103,0.9998194185411873,0.9998148112979941,0.40825035561877665,0.9671665991082287,0.966758909287257,193.98212002188447,1.0,1.0,BraTS-PED-00039-000.nii.gz
18,0.7741280458671763,0.6459592534717103,0.8673790707596043,6.708203932499369,10.816653826391969,5.744562646538029,0.6489436267147292,0.648598241510998,0.8329675260698644,0.999969051401921,0.9986343941757237,0.9989814726371474,0.7741280458671763,0.21699921258672691,0.8673834761365425,6.708203932499369,252.87671527091155,5.656854249492381,BraTS-PED-00040-000.nii.gz
19,0.8198539356234785,0.9574308527063391,0.9574383628103912,1.0,1.0,1.0,0.7103351300679634,0.9380240297346356,0.9381969055233814,0.9999892421702891,0.9999721861807712,0.9999719618757774,0.8198539356234785,0.9574308527063391,0.9574383628103912,1.0,1.0,1.0,BraTS-PED-00041-000.nii.gz
20,0.7343519990578814,0.9413682707821225,0.9464451427695884,2.449489742783178,4.898979485566356,3.3166247903554,0.7526554013277007,0.9252982837785103,0.9753032722419505,0.998892731307744,0.9994453629103449,0.9983584782202708,0.7343736199028411,0.941380198764165,0.9464506150532661,2.23606797749979,4.898979485566356,3.1622776601683795,BraTS-PED-00042-000.nii.gz
21,0.6997336337287757,0.9034893849596065,0.9017934780838737,12.806248474865697,5.196152422706632,5.0,0.61502918789579,0.8896468213925328,0.8954622479206281,0.999220002970881,0.9986503556641437,0.9984051767470393,0.6997336337287757,0.9034986438570481,0.9018022888482157,12.806248474865697,5.196152422706632,5.0,BraTS-PED-00044-000.nii.gz
22,0.9126234035488391,0.9266344855050236,0.9202407031064425,2.0,7.0710678118654755,4.242640687119285,0.9355738575982997,0.8971126092800801,0.9366219253395893,0.9992208869506852,0.9995743900808319,0.9987461890282806,0.9126234035488391,0.9266344855050236,0.9202407031064425,2.0,7.0710678118654755,4.242640687119285,BraTS-PED-00046-000.nii.gz
23,0.5678563560255563,0.7462049609442583,0.9182602567920706,8.246211251235321,9.643650760992955,4.47213595499958,0.780587522713507,0.7615422846530121,0.9576294170654674,0.9992829597520388,0.9975851665167493,0.9983384955624194,0.1898291353660333,0.7462097425316229,0.30611756908116905,250.70770187520588,9.643650760992955,250.8240453183332,BraTS-PED-00047-000.nii.gz
24,0.8760200052645433,0.8612746352700281,0.914631638123706,1.0,12.884098726725126,3.0,0.8796918661732498,0.9561922803694056,0.9650328404849396,0.9998088563022287,0.9993736306239499,0.9988672380407542,0.4380264741275572,0.43072,0.9146379086938935,187.5,193.40312423743285,3.0,BraTS-PED-00048-000.nii.gz
25,0.6941689209498046,0.909764695248712,0.9265593854830084,6.4031242374328485,5.385164807134504,4.123105625617661,0.7918738213612206,0.9231427697951696,0.9225496650273013,0.9996798983923972,0.9994127674096048,0.9995997230394371,0.6941689209498046,0.45689211681041003,0.46541113954715063,6.4031242374328485,188.5,188.1180339887499,BraTS-PED-00050-000.nii.gz
26,1.0,0.8160469667318982,0.8179646440516005,0.0,3.3166247903554,3.1622776601683795,1.0,0.8441295546558705,0.8663967611336032,1.0,0.9999751316565946,0.9999721071283426,1.0,0.40902403138793525,0.4099616858237548,0.0,188.5811388300842,188.5,BraTS-PED-00051-000.nii.gz
27,0.5529522024367385,0.8956189585282195,0.8958666095290039,4.242640687119285,2.8284271247461903,2.8284271247461903,0.4,0.840822599531616,0.8414812646370023,0.9999845379017485,0.999943574036249,0.9999431253208315,0.5529522024367385,0.8957586153126462,0.8960062341710501,4.242640687119285,2.8284271247461903,2.8284271247461903,BraTS-PED-00052-000.nii.gz
28,0.0,0.8336904673940707,0.8340553312986118,374.0,13.638181696985855,13.638181696985855,0.0,0.7431427651415357,0.7439624132782998,1.0,0.9996943455507074,0.9996915237777264,0.0,0.4172940364258005,0.4174935111870421,374.0,193.81909084849292,193.81909084849292,BraTS-PED-00055-000.nii.gz
29,0.7064917127071824,0.9584012409920082,0.9612141805413976,3.0,2.0,2.0,0.6093093897971946,0.9551191734178701,0.953957662631967,0.9995636590622369,0.9995595864667618,0.9996097222597138,0.706540506941087,0.9584247654673717,0.961231600074302,3.0,2.0,2.0,BraTS-PED-00057-000.nii.gz
30,0.5283018867924528,0.9337015788050055,0.9336578561566818,16.583123951777,3.0,3.0,0.5714285714285714,0.9672880656008495,0.9673784804152902,0.9999967517742873,0.9996010837748808,0.9996002966462246,1.0,0.9337015788050055,0.9336578561566818,0.0,3.0,3.0,BraTS-PED-00060-000.nii.gz
31,0.8745792349726776,0.9350873798929515,0.9595629787768429,3.0,2.449489742783178,1.4142135623730951,0.9289561664190193,0.9061843815618438,0.9549817527370894,0.9997640523427,0.9998559855337469,0.9998403464268766,0.8745792349726776,0.9350873798929515,0.9595629787768429,3.0,2.449489742783178,1.4142135623730951,BraTS-PED-00061-000.nii.gz
32,0.2696969696969697,0.917229179933489,0.9165046914547006,14.560219778561036,3.0,3.1622776601683795,0.3449612403100775,0.9311305846861083,0.9205595662799517,0.9999649407431352,0.9996118380402094,0.999646552151663,0.15978456014362658,0.917229179933489,0.9165046914547006,189.06155281280883,3.0,3.1622776601683795,BraTS-PED-00062-000.nii.gz
33,0.8815877423003753,0.88692735457675,0.8845713883462683,13.0,3.3166247903554,3.3166247903554,0.8312809075923592,0.9704836964920415,0.9708722861778567,0.9999368670373832,0.9993663304320006,0.9993479076992274,0.44976653900634805,0.88692735457675,0.8845713883462683,188.0,3.3166247903554,3.3166247903554,BraTS-PED-00063-000.nii.gz
